lsid,highway
173982967,service
173982968,service
173982969,service
173982970,service
173982973,service
173982975,service
173982977,service
173982979,service
173982980,service
173982982,service
173982987,service
173982989,service
173982991,service
173982993,service
173982997,service
173982998,service
173982999,service
173983000,service
173983001,service
173983002,service
173983004,service
173983005,service
173983006,service
173983007,residential
173983008,residential
173983009,service
173983010,service
173983011,service
173983012,service
173983013,service
173983014,service
173983015,service
173983017,residential
173983018,service
173983019,service
173983020,service
173983021,service
173983022,service
173983025,service
173983026,service
173983027,service
173983028,track
173983029,service
173983030,service
173983031,service
173983032,residential
173983033,unclassified
173983035,service
173983036,service
173983037,service
173983038,service
173983039,service
173983040,service
173983041,service
173983042,service
173983043,service
173983046,service
173983047,service
173983048,service
149705510,service
149705511,service
149705512,service
149705513,service
149782343,tertiary
149782344,tertiary
149784371,footway
149784372,footway
149866809,tertiary
149866813,residential
149866816,residential
149866819,residential
149866823,residential
149866826,residential
149868360,residential
149868362,residential
149871183,service
149871184,service
149871185,service
149871186,service
149871187,service
149880858,footway
149880859,service
149880860,service
149880861,service
149880862,footway
150274775,service
150274776,service
150274778,service
150274780,service
150274781,service
150274782,service
150283100,residential
150283103,residential
150283115,residential
150283133,residential
150283165,residential
150283182,residential
150405914,service
150405916,service
150405917,service
150405918,service
150750624,residential
150816251,service
150816252,service
150924508,footway
150924514,steps
150924516,footway
150925674,residential
150925676,residential
151081709,service
151081710,residential
151096624,residential
151096625,footway
151096626,steps
151096627,footway
151096628,steps
151096629,footway
151096630,steps
151096633,footway
151096634,unclassified
151096635,unclassified
151096640,unclassified
151096641,unclassified
151096645,footway
151096650,residential
151096652,service
151096654,residential
151096655,footway
151096661,footway
151525363,service
216127066,motorway
216791480,service
216791485,service
217000974,residential
217000975,service
217001366,service
217280711,steps
217280712,service
217280713,service
217350611,service
217350612,service
217350613,service
217350614,service
217351764,service
217351765,residential
217351769,residential
217351771,residential
217419743,service
217419744,service
217419746,service
217419748,service
217419750,residential
217419751,service
217419752,service
217485850,service
217485851,service
217543018,pedestrian
217543019,pedestrian
217543020,steps
217565502,service
217565503,secondary
217565512,residential
217637253,service
217637254,service
217637255,service
217637257,service
217637258,service
217637259,service
217637260,service
217637261,service
217637263,service
217637264,service
217637265,service
217644850,service
217644851,service
217686580,residential
133819078,steps
133820686,steps
133821384,footway
133821385,footway
133882750,residential
134112948,service
134112949,service
134112950,service
134647300,service
134647551,service
134923464,service
135028491,residential
135028492,service
135028493,service
135028495,service
135028497,service
135028498,residential
135029369,service
135031237,residential
135031238,service
135562144,service
135562146,footway
135562147,steps
135562151,service
135562152,footway
135562153,service
135562154,footway
135562158,steps
135562159,service
135562160,footway
135562161,service
135562162,steps
135640209,footway
135763356,service
135770746,secondary
135770749,primary
135982412,tertiary
135982413,tertiary
135982414,tertiary
135982415,tertiary
135982416,tertiary
135982417,residential
135982418,residential
135982421,residential
135982422,residential
135982423,residential
135982424,residential
135982425,residential
135982426,tertiary
135982427,tertiary
135982428,service
135982429,service
135982430,service
135982431,service
135982432,service
135982434,service
135993919,tertiary
135993920,tertiary
135993921,tertiary
135993922,tertiary
135993925,residential
136102834,residential
136102835,residential
136102836,footway
136102837,residential
81845399,residential
81855923,living_street
81855927,steps
81855933,residential
81855934,service
81855938,residential
81855941,service
81855946,pedestrian
81855948,residential
81855952,service
81855953,pedestrian
82113742,residential
82113745,residential
82113748,unclassified
82113749,residential
82113753,residential
82113755,residential
82113757,residential
82113761,residential
82113764,residential
82113765,residential
82113769,residential
82113773,residential
82113778,residential
82113781,residential
82113782,residential
82113785,residential
82113788,residential
82113789,residential
82113792,tertiary
82113796,residential
82113797,residential
82113800,steps
82113803,residential
82113804,residential
82113807,residential
82113809,residential
82113811,path
82113813,residential
82113819,tertiary
82113821,residential
82113823,residential
82113824,residential
82132101,residential
82132103,residential
82164694,residential
82164695,residential
82164696,residential
82164697,residential
82164698,residential
82164699,residential
82164700,residential
82164701,residential
82164704,residential
82164705,residential
82164706,residential
82166040,residential
82166041,residential
82166042,residential
82166043,residential
82166044,residential
82166045,residential
82166047,residential
82166048,residential
82166049,residential
82166051,residential
82166052,residential
82166053,residential
82166054,residential
82166055,residential
82166056,residential
82166057,residential
82169951,residential
82169954,residential
82169958,residential
82169961,residential
82169964,residential
82169966,unclassified
82169970,residential
82169971,residential
82169974,residential
82169976,residential
82169979,residential
82169980,residential
82171625,residential
82171626,residential
82171627,residential
82171628,residential
82171629,residential
82171630,residential
82171631,residential
82171864,service
82171866,residential
82171869,residential
82221879,residential
82285300,tertiary
82286888,tertiary
82286890,residential
82287651,footway
82287652,residential
82287653,residential
82287654,unclassified
82287655,residential
82287656,footway
82287657,residential
82287658,residential
82287659,residential
82287661,residential
82287662,residential
82287663,residential
82287664,residential
82288137,residential
82289112,residential
82290804,cycleway
82292007,primary
82295959,secondary
82295960,trunk_link
82295962,service
82295964,secondary
82295965,trunk_link
82295968,trunk_link
82296076,footway
621135692,footway
622357483,steps
681529205,footway
681529206,steps
681541100,service
681541101,service
681541102,service
681541103,service
681541104,service
681541105,service
681549636,service
681549637,service
681549638,service
681549639,service
681549640,service
681549641,service
681610192,service
